Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Dielectric,Tolerance,Voltage Rating,Case Code - in,Case Code - mm,Series,Trustedparts Search
C_GCM216R71H102KA37D,C,1 nF,footprints:C_0805_2012Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM216R71H102KA37-01.pdf,CAP SMD 1 nF X7R 10% 0805 50V,Murata Electronics,GCM216R71H102KA37D,X7R,10%,50V,0805,2012,GCM216,https://www.trustedparts.com/en/search/GCM216R71H102KA37D
C_GCM216R71H102KA37J,C,1 nF,footprints:C_0805_2012Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM216R71H102KA37-01.pdf,CAP SMD 1 nF X7R 10% 0805 50V,Murata Electronics,GCM216R71H102KA37J,X7R,10%,50V,0805,2012,GCM216,https://www.trustedparts.com/en/search/GCM216R71H102KA37J
C_GCM216R71H122KA37D,C,1.2 nF,footprints:C_0805_2012Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM216R71H122KA37-01.pdf,CAP SMD 1.2 nF X7R 10% 0805 50V,Murata Electronics,GCM216R71H122KA37D,X7R,10%,50V,0805,2012,GCM216,https://www.trustedparts.com/en/search/GCM216R71H122KA37D
C_GCM216R71H122KA37J,C,1.2 nF,footprints:C_0805_2012Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM216R71H122KA37-01.pdf,CAP SMD 1.2 nF X7R 10% 0805 50V,Murata Electronics,GCM216R71H122KA37J,X7R,10%,50V,0805,2012,GCM216,https://www.trustedparts.com/en/search/GCM216R71H122KA37J
C_GCM216R71H152KA37D,C,1.5 nF,footprints:C_0805_2012Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM216R71H152KA37-01.pdf,CAP SMD 1.5 nF X7R 10% 0805 50V,Murata Electronics,GCM216R71H152KA37D,X7R,10%,50V,0805,2012,GCM216,https://www.trustedparts.com/en/search/GCM216R71H152KA37D
C_GCM216R71H152KA37J,C,1.5 nF,footprints:C_0805_2012Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM216R71H152KA37-01.pdf,CAP SMD 1.5 nF X7R 10% 0805 50V,Murata Electronics,GCM216R71H152KA37J,X7R,10%,50V,0805,2012,GCM216,https://www.trustedparts.com/en/search/GCM216R71H152KA37J
C_GCM216R71H182KA37D,C,1.8 nF,footprints:C_0805_2012Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM216R71H182KA37-01.pdf,CAP SMD 1.8 nF X7R 10% 0805 50V,Murata Electronics,GCM216R71H182KA37D,X7R,10%,50V,0805,2012,GCM216,https://www.trustedparts.com/en/search/GCM216R71H182KA37D
C_GCM216R71H182KA37J,C,1.8 nF,footprints:C_0805_2012Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM216R71H182KA37-01.pdf,CAP SMD 1.8 nF X7R 10% 0805 50V,Murata Electronics,GCM216R71H182KA37J,X7R,10%,50V,0805,2012,GCM216,https://www.trustedparts.com/en/search/GCM216R71H182KA37J
C_GCM216R71H222KA37D,C,2.2 nF,footprints:C_0805_2012Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM216R71H222KA37-01.pdf,CAP SMD 2.2 nF X7R 10% 0805 50V,Murata Electronics,GCM216R71H222KA37D,X7R,10%,50V,0805,2012,GCM216,https://www.trustedparts.com/en/search/GCM216R71H222KA37D
C_GCM216R71H222KA37J,C,2.2 nF,footprints:C_0805_2012Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM216R71H222KA37-01.pdf,CAP SMD 2.2 nF X7R 10% 0805 50V,Murata Electronics,GCM216R71H222KA37J,X7R,10%,50V,0805,2012,GCM216,https://www.trustedparts.com/en/search/GCM216R71H222KA37J
